Ensembl,TOM.similarity.measure,Name,gene_biotype,treated.atf4.vs.rosa26_logFC,treated.atf4.vs.rosa26_logCPM,treated.atf4.vs.rosa26_adjusted.pvalue
ENSMUSG00000046798.15,0.0212261913296262,Cldn12,protein_coding,-1.1823771849788,1.36698962579125,0.00275957148986935
ENSMUSG00000038215.16,0.0211447160012604,Cep44,protein_coding,0.0219191268060684,4.62687625242209,0.86908813904386
ENSMUSG00000028700.15,0.0211076971462111,Pomgnt1,protein_coding,-0.328374380819448,4.64205027314678,0.0120977935896797
ENSMUSG00000028416.14,0.0211016351370244,Bag1,protein_coding,-0.377484587728849,6.927269037657,0.00506396724545303
ENSMUSG00000031732.13,0.0210983664540872,Phlpp2,protein_coding,0.199543838635426,4.95506299180608,0.119377161724041
ENSMUSG00000029672.17,0.0210929716212451,Fam3c,protein_coding,0.294489659495825,5.09700132031752,0.00446182577128489
ENSMUSG00000030983.5,0.0210849830032804,Bccip,protein_coding,-0.291730492058066,6.26829138831634,0.0295628067728248
ENSMUSG00000043885.15,0.0210731611314069,Slc36a4,protein_coding,-0.202260625751915,4.12946577559291,0.125740675796344
ENSMUSG00000025465.14,0.0210720864162799,Echs1,protein_coding,-0.113269974648535,5.58063507461315,0.463006015576121
ENSMUSG00000026429.10,0.021069312766524,Ube2t,protein_coding,-0.695510525378986,4.02081069730462,0.000676422000042648
ENSMUSG00000047139.10,0.0210614489599765,Cd24a,protein_coding,0.312047275811673,2.6423726131451,0.211215175386562
ENSMUSG00000027068.7,0.0210571653898971,Dhrs9,protein_coding,NA,NA,NA
ENSMUSG00000105434.2,0.0210306317042032,Gm43359,TEC,0.447535126837355,2.14408993500032,0.627884861951248
ENSMUSG00000028957.13,0.02102915821875,Per3,protein_coding,0.238105412739625,4.06402763653986,0.244833994804356
ENSMUSG00000120675.1,0.0210203082828234,Gm38882,lncRNA,-0.10210590871791,-0.486747513703705,0.910487522830377
ENSMUSG00000060591.10,0.0210086675275285,Ifitm2,protein_coding,-0.543380631500783,2.08367980310348,0.102520164944271
ENSMUSG00000017548.16,0.0210063097832931,Suz12,protein_coding,-0.0553466535735595,8.22489389563975,0.527513703075352
ENSMUSG00000020659.17,0.0209977045860128,NA,NA,-0.177252627178084,4.54701198379302,0.178824227157134
ENSMUSG00000048895.14,0.0209925301141928,Cdk5r1,protein_coding,-0.53805115969698,0.747335804155362,0.179381162520501
ENSMUSG00000095217.2,0.0209549443066457,H2bc15,protein_coding,-0.0709887061351467,0.596378849166216,0.950433146985769
ENSMUSG00000004885.6,0.0209537326447217,Crabp2,protein_coding,NA,NA,NA
ENSMUSG00000027797.16,0.0209388869565283,Dclk1,protein_coding,NA,NA,NA
ENSMUSG00000005131.5,0.0209283524716775,4930550C14Rik,protein_coding,0.182000444125554,-0.667918317394945,0.845791426370947
ENSMUSG00000001473.8,0.0209199037405834,Tubb6,protein_coding,-0.95926665123654,3.06852208066953,0.000550194048233272
ENSMUSG00000066877.12,0.0208786505347432,Nck2,protein_coding,0.0820826424352755,4.50813632401539,0.544191930965021
ENSMUSG00000027940.19,0.0208718173131214,Tpm3,protein_coding,-0.402944154227429,9.69015253998506,0.000518417526986581
ENSMUSG00000029438.10,0.0208647507690926,Bcl7a,protein_coding,-0.380804769045082,4.84180026365319,0.00601961076580359
ENSMUSG00000059248.14,0.020855576045874,Septin9,protein_coding,-0.402124883570252,9.25668521456506,0.00022535239350818
ENSMUSG00000041939.15,0.0208526223457236,Mvk,protein_coding,-0.829384794068377,3.93475334551812,0.000160309309265233
ENSMUSG00000025980.15,0.0208375211119294,Hspd1,protein_coding,-0.676650426534677,8.83737359966061,2.3215049275195e-06
ENSMUSG00000086742.10,0.0208270618133915,Gm16201,lncRNA,0.290848866747739,0.576926185971288,0.650568539348716
ENSMUSG00000112980.3,0.0208219061686035,D430020J02Rik,lncRNA,-0.570016212875505,3.162009774422,0.00519315245201252
ENSMUSG00000067424.14,0.0208161336597317,Zfp563,protein_coding,0.285781016496515,2.42172646142492,0.192681782075756
ENSMUSG00000061136.17,0.020803168433512,Prpf40a,protein_coding,-0.124347614432457,7.96112889358692,0.0833843225193076
ENSMUSG00000022136.9,0.0207887272499734,Dnajc3,protein_coding,0.158348650121541,7.06575681590563,0.0927557558142815
ENSMUSG00000031760.10,0.020788291383038,Mt3,protein_coding,NA,NA,NA
ENSMUSG00000036160.14,0.0207133802936729,Surf6,protein_coding,-0.0330562093115812,6.28062125935324,0.784197773180877
ENSMUSG00000027346.16,0.0207026450470312,Gpcpd1,protein_coding,0.249810212045641,5.70605778828665,0.00558633198718354
ENSMUSG00000021595.19,0.020699530078105,Nsun2,protein_coding,-0.266379701188813,8.52873528105769,0.001835526314668
ENSMUSG00000025264.13,0.0206901748939548,Tsr2,protein_coding,0.160760092854056,4.7946112524079,0.150230732637377
ENSMUSG00000039244.11,0.02068422556556,Ints15,protein_coding,0.0335341416224822,6.06351444584848,0.806901027128124
ENSMUSG00000025158.8,0.0206810880488154,Rfng,protein_coding,-0.187229908859366,4.41965738635338,0.178881233114075
ENSMUSG00000057982.9,0.0206541283121192,Zfp809,protein_coding,0.289523719367291,5.01410173043877,0.0126720299669608
ENSMUSG00000062210.14,0.0206470059000869,NA,NA,-0.0066634645912061,6.29854750527029,0.960024521721856
ENSMUSG00000022223.10,0.0206220460228961,Sdr39u1,protein_coding,-0.325400086274514,5.50247862515339,0.0355087262692846
ENSMUSG00000026269.15,0.0206167714594079,Rnpepl1,protein_coding,0.0625573236349437,5.68417642730802,0.590914414755633
ENSMUSG00000034216.13,0.0205864516452948,Vps18,protein_coding,-0.0362643646909285,4.15883473393801,0.827920469825412
ENSMUSG00000043964.15,0.02053509624244,Orai3,protein_coding,-0.0930624825777234,4.23708419070993,0.561854405316353
ENSMUSG00000037936.16,0.0205020735267157,Scarb1,protein_coding,-0.561171244418709,5.43045668957449,0.000144660358535686
ENSMUSG00000029007.9,0.020464972394494,Agtrap,protein_coding,0.181025125023425,4.26650987026041,0.211806289451885
ENSMUSG00000032898.10,0.0204290506578343,Fbxo21,protein_coding,0.239676841088262,5.3992771411835,0.0128553884305892
ENSMUSG00000020812.20,0.0204193991846436,Snhg16,lncRNA,0.767218766998024,5.80380215547941,5.88086471693432e-05
ENSMUSG00000022911.12,0.0204047722966109,Arl13b,protein_coding,0.472389190170097,3.88364220275192,0.00190046040912168
ENSMUSG00000028362.3,0.0203799056889392,Tnfsf8,protein_coding,0.661339689257963,7.59751822779765,2.24185644808335e-07
ENSMUSG00000066278.7,0.0203625750138895,Vps37b,protein_coding,0.916309184744578,8.45220085552427,8.63715850243274e-07
ENSMUSG00000020532.19,0.0203128948879403,Acaca,protein_coding,-0.561640124875548,6.92549850526573,7.44343407050226e-06
ENSMUSG00000010025.20,0.0202993542085198,Aldh3a2,protein_coding,0.0510240864042821,5.55310074797129,0.619597518362112
ENSMUSG00000089682.11,0.0202951924559666,Bcl2l2,protein_coding,-0.240586450688372,3.85617269222081,0.112865808922913
ENSMUSG00000031441.16,0.0202898231360858,Atp11a,protein_coding,0.0336020009905167,5.97731669362984,0.84026785582143
ENSMUSG00000024186.16,0.0202895241570378,Rgs11,protein_coding,-0.0887088773748867,4.61511254189947,0.474451299590694
ENSMUSG00000034560.7,0.0202611005168062,Washc4,protein_coding,0.32888045954737,6.36463821676028,0.0028812439605792
ENSMUSG00000032324.12,0.0202496736378226,Tspan3,protein_coding,0.06563544194055,4.80156130213498,0.710560753137715
ENSMUSG00000039879.10,0.0202171963455984,Heca,protein_coding,0.599936800663984,6.87017685111381,5.42730943029232e-07
ENSMUSG00000019948.5,0.0202036045678449,Actr6,protein_coding,0.184471232125273,3.96897678760123,0.372462952249208
ENSMUSG00000025949.17,0.0201989955275023,Pikfyve,protein_coding,0.357390731107184,5.09760660817935,0.0042883779913446
ENSMUSG00000044364.6,0.0201738076233128,Tmem74b,protein_coding,NA,NA,NA
ENSMUSG00000025130.12,0.0201490470159477,P4hb,protein_coding,-0.262759125674723,7.88581699443742,0.0580967178424014
ENSMUSG00000029127.16,0.0200829374708707,Zbtb49,protein_coding,0.34033194333844,3.3642628202279,0.0449706324868788
ENSMUSG00000021959.17,0.020043598657972,Lats2,protein_coding,0.313925099813874,3.29961230362877,0.0961796135171995
ENSMUSG00000028042.16,0.0200180392163272,Zbtb7b,protein_coding,-1.5537373842871,3.19969503528776,1.86654120742169e-08
ENSMUSG00000021635.15,0.0199799847483076,Rad17,protein_coding,0.0806361096184837,5.04499888590987,0.473413957531739
ENSMUSG00000031487.6,0.0199715528712949,Brf2,protein_coding,-0.214002613751788,3.50961690229095,0.277943150330502
ENSMUSG00000091272.3,0.0199638566340712,Gm17641,TEC,0.442631590435785,0.934120160612345,0.359257093843993
ENSMUSG00000003948.18,0.0199600771510697,Mmd,protein_coding,0.0548456450208827,3.93835729996406,0.761771665633372
ENSMUSG00000033055.13,0.0199501014636146,Ankrd54,protein_coding,0.130426020475331,5.25611185684959,0.434499993669564
ENSMUSG00000020802.9,0.0199400959777646,Ube2o,protein_coding,-0.257742436599048,5.75157343346901,0.016254547967163
ENSMUSG00000039286.13,0.0199373274343888,Fndc3b,protein_coding,-0.48366191322216,2.25288137265429,0.104760802130622
ENSMUSG00000044224.17,0.0199087092692777,Dnajc21,protein_coding,-0.00698566261956646,5.8589711360729,0.957976695946967
ENSMUSG00000002768.9,0.019882796102109,Mea1,protein_coding,-0.305209502504921,5.32278741345,0.148216850681305
ENSMUSG00000005262.14,0.0198817856101421,Ufd1,protein_coding,-0.0107819987175673,5.85666895662103,0.944940223945278
ENSMUSG00000020290.15,0.0198452340217464,NA,NA,-0.455956299450822,8.35304662823072,0.000139546673201528
ENSMUSG00000040167.17,0.0198196727346336,Ikzf5,protein_coding,0.117413465342839,5.19054392254291,0.215467063392548
ENSMUSG00000035172.16,0.0198127449205052,Plekhh3,protein_coding,-1.54138910228315,-0.366744718303858,0.0356012607267652
ENSMUSG00000087380.9,0.0198109213106832,2210408F21Rik,lncRNA,-0.471926796439108,0.486805041785054,0.454674371940185
ENSMUSG00000020495.14,0.0198103773840673,Smg8,protein_coding,-0.0132898352640833,4.83123517292309,0.948268501145668
ENSMUSG00000040483.16,0.0197891774414715,Xaf1,protein_coding,-0.341061027799794,4.46825703141308,0.0783231098219229
ENSMUSG00000029270.11,0.0197657480910132,Dipk1a,protein_coding,0.105936593648562,4.31296925496867,0.478693542182605
ENSMUSG00000041058.16,0.0197553863392254,Wwp1,protein_coding,-0.293427927792228,5.66879336678282,0.00274364291783869
ENSMUSG00000001588.13,0.0197396771827766,Acap1,protein_coding,0.186561015395058,8.69359254777159,0.0564860074987173
ENSMUSG00000120456.1,0.0197380603181403,1700080G18Rik,lncRNA,0.273993553551765,-1.16798247076783,0.825899337442512
ENSMUSG00000037103.9,0.019692067730674,Dcaf15,protein_coding,0.186079853015828,6.58478751089435,0.0490714304422131
ENSMUSG00000029998.15,0.0196690000309025,Pcyox1,protein_coding,0.10237051669818,3.56721742818863,0.598836002360786
ENSMUSG00000047898.8,0.0196444580251958,Ccr4,protein_coding,-0.246609904469022,5.62955909690412,0.0424695771130528
ENSMUSG00000029276.14,0.0196392953535132,Glmn,protein_coding,0.149866274248824,4.7589978074423,0.341401043765518
ENSMUSG00000020868.16,0.0196252936059516,Xylt2,protein_coding,0.210254992324367,4.81722856138706,0.0348338605918557
ENSMUSG00000030062.8,0.0195679736655462,Rpn1,protein_coding,-0.578708931341478,7.45716229922107,3.55246244047836e-05
ENSMUSG00000004460.18,0.0195499997018119,Dnajb11,protein_coding,-0.126955325811714,6.53968911035924,0.384387025338959
ENSMUSG00000056418.5,0.0195459158775514,BC043934,lncRNA,0.083202086285777,2.25250316293641,0.769308764401697
ENSMUSG00000059895.14,0.0195327396955078,Ptp4a3,protein_coding,-0.0208865300066181,7.99495853600166,0.873976030523318
ENSMUSG00000035232.9,0.019512094961658,Pdk3,protein_coding,-0.411521023020018,5.13018149614747,0.000176782013459911
ENSMUSG00000087107.9,0.0194571570995292,AI662270,lncRNA,-0.568649710290846,6.02919002822828,9.03357678493743e-05
ENSMUSG00000036661.15,0.0194247846822128,Dennd3,protein_coding,-0.207374362785327,3.6720647486164,0.145060172154878
ENSMUSG00000027248.14,0.0194160735262425,Pdia3,protein_coding,-0.361716007985147,8.46611588255998,0.00036068182315035
ENSMUSG00000021486.8,0.019406067429926,Prelid1,protein_coding,-0.549822839934279,8.07489579112995,0.000207009214410079
ENSMUSG00000044783.17,0.0193935332686059,Hjurp,protein_coding,-0.327135450650037,7.91417545296245,6.14682730925152e-05
ENSMUSG00000090290.3,0.0193933480049677,Tarbp1,protein_coding,-0.333353006438187,5.70658082312382,0.00170244642107725
ENSMUSG00000025821.10,0.0193779486161862,Zfp282,protein_coding,0.190375945069086,5.23123786247832,0.0593970097903008
ENSMUSG00000035762.12,0.0193736668717134,Tmem161b,protein_coding,0.246656790384107,4.10762213507062,0.0452505213909031
ENSMUSG00000040297.13,0.0193717930961602,Suco,protein_coding,0.454593573139507,6.43068437996254,5.6141892689005e-05
ENSMUSG00000025746.12,0.0193709046155475,Il6,protein_coding,NA,NA,NA
ENSMUSG00000033706.14,0.0193677556688209,Smyd5,protein_coding,-0.525302664557868,5.65497161962534,9.44514699361445e-05
ENSMUSG00000056692.14,0.0193613394659467,Ilrun,protein_coding,-0.104595018395954,7.17473510749186,0.24337115773234
ENSMUSG00000038372.15,0.0193556230439736,Gmds,protein_coding,-0.427251954346712,4.83096132499904,0.000819388206335917
ENSMUSG00000028436.9,0.0193235827182062,Dcaf12,protein_coding,0.179157131384375,6.22379460087411,0.0323574141100959
ENSMUSG00000120516.1,0.0193093678787856,Gm56972,lncRNA,NA,NA,NA
ENSMUSG00000021175.16,0.0193018277173785,Cdca7l,protein_coding,-0.604248307460186,6.79612746863024,4.82304915410779e-07
ENSMUSG00000037355.15,0.0192742162993862,Uvssa,protein_coding,0.261999229790274,5.28293637581819,0.0712109197653158
ENSMUSG00000036078.17,0.0192720645714701,Sigmar1,protein_coding,-0.131058329387821,5.00483127831427,0.447631575426769
ENSMUSG00000025352.7,0.0192264435294927,Gdf11,protein_coding,0.157528548193182,3.17134531207447,0.571710670055929
ENSMUSG00000102644.7,0.0191797771840914,NA,NA,0.192189729662693,3.67000969722462,0.237123531193978
ENSMUSG00000037913.13,0.0191466903110719,Tmem156,protein_coding,0.289581299854734,3.58850631789398,0.0917778135120447
ENSMUSG00000006215.13,0.019118045337393,Zbtb17,protein_coding,0.195295364920674,5.24489057754179,0.0642620856020006
ENSMUSG00000006715.12,0.0191076720450256,Gmnn,protein_coding,-0.633663886384149,6.13633109144399,0.00119107960114528
ENSMUSG00000035601.10,0.0190574351776616,Trmt10b,protein_coding,0.387542567267649,2.80313641505599,0.112819379237324
ENSMUSG00000020149.18,0.0190424048842137,Rab1a,protein_coding,-0.0657756069002535,6.63489808768093,0.603718368575239
ENSMUSG00000029009.18,0.018988385983155,Mthfr,protein_coding,-0.249609443105541,4.90371994481716,0.0473174572373143
ENSMUSG00000104222.2,0.0189673770872284,Gm7292,lncRNA,NA,NA,NA
ENSMUSG00000075595.10,0.0189669028378889,Zfp652,protein_coding,0.338064044252616,6.75861615730415,0.00133762748302944
ENSMUSG00000032021.15,0.0189502389213795,Crtam,protein_coding,0.206431757020198,3.71185907528594,0.296635364023608
ENSMUSG00000062510.13,0.018919456015238,Nsl1,protein_coding,-0.710063425641505,5.26414245798606,1.52895916600943e-06
ENSMUSG00000022433.22,0.0189176011721706,Csnk1e,protein_coding,0.06392896953165,3.83899986848969,0.74494066098821
ENSMUSG00000070034.14,0.0189130565691281,Sp110,protein_coding,-0.243562842744192,7.79339997726273,0.00890664741553415
ENSMUSG00000034165.17,0.0188769756162795,Ccnd3,protein_coding,-0.336739797857744,8.40977241655347,0.00019056924891407
ENSMUSG00000030748.10,0.018873000204674,Il4ra,protein_coding,0.222412568900076,8.25756177055535,0.0526858414365812
ENSMUSG00000003271.18,0.0187883677157822,Sult2b1,protein_coding,0.573149819139282,0.854575001414441,0.169445099792113
ENSMUSG00000022560.10,0.018787302528893,Slc52a2,protein_coding,-0.150865030195316,4.29708331127874,0.197876092379644
ENSMUSG00000085929.3,0.0187562181371437,Gm13421,lncRNA,0.498592437949551,1.40050886035334,0.182587042849842
ENSMUSG00000063047.10,0.0187508057793307,Zfp780b,protein_coding,0.20763547874061,4.02415401341087,0.240588109401107
ENSMUSG00000114797.2,0.0187252038947323,Gm49336,protein_coding,0.0212098733342296,6.42816076079779,0.860899950442957
ENSMUSG00000067713.8,0.0187212794685066,Prkag1,protein_coding,0.14002570208318,6.21564054081562,0.205748828515973
ENSMUSG00000031633.5,0.0187083600833117,Slc25a4,protein_coding,-0.203343497143735,7.61329898332998,0.11280244962949
ENSMUSG00000026975.11,0.0186980850981318,Dph7,protein_coding,-0.0502137853605091,4.49085679335205,0.788426482400916
ENSMUSG00000053091.17,0.0186857813416882,Lins1,protein_coding,-0.00115492233473131,4.14104875310708,0.995479968439339
ENSMUSG00000036120.11,0.0186827125762459,Rfxank,protein_coding,0.171791611118275,3.7522747060584,0.278704458519655
ENSMUSG00000039298.17,0.0186664890459932,Cdk5rap2,protein_coding,0.103841381027416,5.80419017353176,0.357555283650062
ENSMUSG00000041777.13,0.0185628149378651,Cir1,protein_coding,0.448156379406371,5.01340221342419,0.00290284175661871
ENSMUSG00000030615.13,0.0184312278236737,Tmem126a,protein_coding,-0.173199256541832,4.29187394723572,0.425593752094188
ENSMUSG00000002718.15,0.018427124217389,Cse1l,protein_coding,-0.515563471478808,7.2920183632497,1.46686190525178e-06
ENSMUSG00000096916.8,0.0184037744969758,Zfp850,protein_coding,0.0129038814698305,4.19816752701545,0.940879904953733
ENSMUSG00000047281.4,0.018371408589325,Sfn,protein_coding,0.376501377118385,5.76303680731614,0.000506505004697534
ENSMUSG00000097129.3,0.0183661505581349,4930507D05Rik,lncRNA,NA,NA,NA
ENSMUSG00000078700.12,0.018343869848021,D030028A08Rik,lncRNA,-0.267316317297561,4.31654707864313,0.0869543335760718
ENSMUSG00000104126.2,0.0183314051135604,Gm37486,processed_pseudogene,NA,NA,NA
ENSMUSG00000025577.8,0.0183248048395855,Cbx2,protein_coding,-0.146332355147807,4.085836851516,0.379497523920302
ENSMUSG00000024269.12,0.01828148093313,Tpgs2,protein_coding,-0.131292815421417,4.1794993497175,0.528457624314791
ENSMUSG00000019189.14,0.0182796101480083,Rnf145,protein_coding,0.300612398263576,7.0899055901874,0.000209469309542827
ENSMUSG00000003348.11,0.0182634425769288,Mob3a,protein_coding,-0.0567604420939781,7.52081781517463,0.59716254209265
ENSMUSG00000049804.10,0.0182523616549971,Armcx4,protein_coding,-0.11634082759365,5.31352544873704,0.297613503792619
ENSMUSG00000002076.13,0.0182453047127019,Hsf2bp,protein_coding,1.15877661568628,-0.839088380509594,0.190837997611556
ENSMUSG00000054136.7,0.0182362647232946,Adm2,protein_coding,NA,NA,NA
ENSMUSG00000020137.6,0.0182306382333203,Thap2,protein_coding,0.285616358107725,4.20054617134639,0.0743909682782582
ENSMUSG00000028688.14,0.0182280108980054,Toe1,protein_coding,-0.292561941940338,5.11141665899597,0.0271527288193987
ENSMUSG00000015243.5,0.0182059726487045,Abca1,protein_coding,1.60668215964506,2.41713328237325,6.49314002329155e-05
ENSMUSG00000029312.13,0.018201392214154,Klhl8,protein_coding,0.0351639990931678,1.87273071709688,0.925221098081284
ENSMUSG00000027357.17,0.0181885709232245,Crls1,protein_coding,-0.212645894890759,4.98843537831666,0.322279941052213
ENSMUSG00000027424.12,0.0181688168626587,Mgme1,protein_coding,-0.365798702484773,4.19592009403896,0.00974210475278175
ENSMUSG00000032892.15,0.0181576479995198,Rangrf,protein_coding,-0.378674467572059,2.96091844591019,0.131337447022714
ENSMUSG00000030103.12,0.0181553790181233,Bhlhe40,protein_coding,0.386131504020454,6.80927137236427,0.00268922980612963
ENSMUSG00000084145.4,0.0181277153308103,Gm12263,processed_pseudogene,NA,NA,NA
ENSMUSG00000054226.14,0.0181009765022406,Tprkb,protein_coding,0.24838898598261,5.49967696899708,0.0231921954384549
ENSMUSG00000049551.3,0.0180966553268108,Fzd9,protein_coding,NA,NA,NA
ENSMUSG00000085492.9,0.0180872170347109,Trmt61b,lncRNA,0.0190032769557663,3.85096048151725,0.947327111854838
ENSMUSG00000054426.13,0.0180869396880556,A930005H10Rik,lncRNA,1.01644993503458,4.4818724969882,5.25623421420169e-07
ENSMUSG00000108720.2,0.0180788618053149,Gm44672,lncRNA,NA,NA,NA
ENSMUSG00000073563.4,0.0180215901947439,Csnk1g3,protein_coding,0.114692556225702,5.70158056998042,0.160419319743401
ENSMUSG00000043505.9,0.0180151322442162,Gimap5,protein_coding,0.186608229458648,6.60186561131635,0.111324815057392
ENSMUSG00000025491.15,0.0180036423807063,Ifitm1,protein_coding,-0.0884767282383059,2.46152688205206,0.790716179421405
ENSMUSG00000038990.15,0.0179961941129253,Cables2,protein_coding,-0.106475876864215,5.27328636197351,0.25172546444595
ENSMUSG00000020134.14,0.0179801300900368,Peli1,protein_coding,0.451426907944818,7.47708246505524,1.37017766322842e-06
ENSMUSG00000042063.12,0.0179545004068286,Zfp386,protein_coding,0.278328218853528,5.26587568257176,0.0890267407142192
ENSMUSG00000102672.2,0.017944729206073,Gm37105,TEC,0.452125090909772,1.82746617917416,0.642223483336063
ENSMUSG00000038007.15,0.0179411560632677,Acer2,protein_coding,0.583606329223706,2.41407243069493,0.0800782048453009
ENSMUSG00000035585.17,0.0179355180067335,Tsen34,protein_coding,-0.327829054119243,4.46602796305168,0.125423198493991
ENSMUSG00000028159.15,0.0179349077124174,Dapp1,protein_coding,0.15658122716957,5.21684272256069,0.121568523530148
ENSMUSG00000044469.9,0.0179254887443377,Tnfaip8l1,protein_coding,-0.0745869680880883,3.9827008680404,0.703070863387307
ENSMUSG00000015980.15,0.0178673233326423,Lrrc27,protein_coding,-1.93696921261747,0.647905813789704,0.00465689246368433
ENSMUSG00000020917.18,0.0178020948030755,Acly,protein_coding,-0.446584165130026,8.19515521385751,1.28697963508386e-05
ENSMUSG00000037531.9,0.0177927860693926,Mrpl47,protein_coding,-0.098681024472695,4.87194105001876,0.69139661162153
ENSMUSG00000062078.16,0.0177789401549381,Qki,protein_coding,0.116613550307131,6.63430324318472,0.13628168974468
ENSMUSG00000025198.17,0.017740519484575,Erlin1,protein_coding,0.0159853165951585,4.32387822686203,0.925122157992822
ENSMUSG00000023272.5,0.0176913904695715,Creld2,protein_coding,-0.477032336096817,4.71832168285687,0.00147117280449013
ENSMUSG00000031840.15,0.0176884394552185,Rab3a,protein_coding,-0.19760634274302,1.28133283013889,0.693543479158761
ENSMUSG00000021427.11,0.0176792003549404,Ssr1,protein_coding,-0.33312985200216,7.20540009461233,0.0001617287873705
ENSMUSG00000054693.15,0.0176781192061613,Adam10,protein_coding,0.02607698225257,7.27278958851105,0.794033836791517
ENSMUSG00000041124.12,0.0176750192633087,Msantd4,protein_coding,0.062226576163278,4.50749857138391,0.772365136409742
ENSMUSG00000025939.20,0.0176563366628329,Ube2w,protein_coding,0.0694672747436169,4.42340064235553,0.694161538794014
ENSMUSG00000071708.12,0.0176533363670357,Sms,protein_coding,-0.199130039309231,6.86268153270119,0.0863349593918072
ENSMUSG00000062627.10,0.0176326660936992,Mysm1,protein_coding,0.272822717405058,6.21191248291332,0.0182688889345322
ENSMUSG00000027751.14,0.0175997106886095,NA,NA,0.250267818964541,6.83296939225202,0.00211098574912955
ENSMUSG00000069793.13,0.0175763856642755,Slfn9,protein_coding,-0.573651391608248,4.43417547577339,0.000380792331462589
ENSMUSG00000038366.16,0.0175737422535891,Lasp1,protein_coding,-0.127345896377015,7.57856452894809,0.129126645009976
ENSMUSG00000028381.9,0.017569574052951,Ugcg,protein_coding,0.313288323302135,7.96451597018123,0.000529871093149779
ENSMUSG00000045005.10,0.0175675255649563,Fzd5,protein_coding,-0.00531680511226289,2.72749852652406,0.986466111434273
ENSMUSG00000025484.10,0.0175382915692718,Bet1l,protein_coding,0.112213701222115,3.97774281890067,0.607304902220953
ENSMUSG00000025880.12,0.0175269118337081,NA,NA,0.741921492474359,5.8518812764662,5.18095079469682e-07
ENSMUSG00000035834.12,0.0175254143415667,Polr3g,protein_coding,-0.25106991995804,4.25394770727181,0.070016330228996
ENSMUSG00000039936.19,0.017489853629892,Pik3cd,protein_coding,0.074191989315862,10.1968729494597,0.345550863111095
ENSMUSG00000028633.8,0.0174669818123596,Ctps1,protein_coding,-0.442024003637728,6.4017176499821,3.75442527309995e-05
ENSMUSG00000017897.19,0.0174500193818582,Eya2,protein_coding,-0.0522229360693256,4.8633597643239,0.711109855014726
ENSMUSG00000120628.1,0.0174270413785611,Gm57276,lncRNA,NA,NA,NA
ENSMUSG00000025538.16,0.0174134571340908,Sumf2,protein_coding,-0.313083905354795,3.96664561166318,0.048455529608376
ENSMUSG00000043740.16,0.0174090604438028,B430306N03Rik,protein_coding,0.307601681572788,1.91813260000334,0.328974293074529
ENSMUSG00000105167.4,0.0174048807475948,Snord43,miRNA,-0.773171361632576,1.64181471101743,0.184039681371994
ENSMUSG00000026223.16,0.0173671511173957,Itm2c,protein_coding,0.486501257763012,5.42949413971754,0.00816119971419456
ENSMUSG00000039841.15,0.0173610998817261,Zfp800,protein_coding,0.0708138623648857,5.72332907754141,0.485514966344251
ENSMUSG00000027088.11,0.0173505728793213,Phospho2,protein_coding,0.665872713852552,4.34394366389779,0.00340579474509995
ENSMUSG00000003360.16,0.0173328712207454,Ddx23,protein_coding,-0.168265637857382,6.9758774676274,0.0188353657436613
ENSMUSG00000063698.10,0.0173293608260149,Sfxn4,protein_coding,-0.262964550734146,1.47851689752549,0.477795958918292
ENSMUSG00000028284.14,0.0173216701631961,Map3k7,protein_coding,0.0254120890245638,6.94101562354596,0.747112867301579
ENSMUSG00000007603.10,0.0172864285518209,Dus3l,protein_coding,0.0341447963904936,5.88088056453906,0.76492421230593
ENSMUSG00000071660.11,0.0172666274011197,Ttc9c,protein_coding,-0.00901213306136446,5.97015541161415,0.940223890558841
ENSMUSG00000025742.6,0.0172488035201128,Prps2,protein_coding,-0.275509680154005,6.54974265679535,0.00519022648091896
ENSMUSG00000020120.16,0.0172405662137717,Plek,protein_coding,-0.92810603734833,2.90773421450056,8.45683660662861e-05
ENSMUSG00000037706.18,0.0172162048441257,Cd81,protein_coding,0.411481961221296,2.39779488939829,0.0807206044150214
ENSMUSG00000047045.18,0.0171956504608597,Tmem164,protein_coding,0.0171249751248166,6.07766815913371,0.884258292693965
ENSMUSG00000040164.4,0.0171629954133268,Kcns1,protein_coding,NA,NA,NA
ENSMUSG00000086264.11,0.0171536260628703,Gm15850,lncRNA,NA,NA,NA
ENSMUSG00000037519.18,0.0171459307943425,Ppfia1,protein_coding,-0.0426620305530393,6.77758807644579,0.589337123515593
ENSMUSG00000062794.9,0.0171086288166329,Zfp599,protein_coding,-0.259720983985863,2.41480095503268,0.343848016141551
ENSMUSG00000047757.18,0.0170809774046436,Fancb,protein_coding,-0.18754206214082,3.26041540027412,0.454134255599635
ENSMUSG00000020571.14,0.0170741470828752,Pdia6,protein_coding,-0.438201504196885,6.67053858645305,0.00103579834000361
ENSMUSG00000020063.17,0.0170340622522902,Sirt1,protein_coding,0.125861993976049,5.64361995132734,0.172559303741027
ENSMUSG00000002365.11,0.0170199654998963,Snx9,protein_coding,0.0179199000792018,5.90913702970279,0.880971041950505
ENSMUSG00000047003.16,0.0170035344306899,Zfp41,protein_coding,-0.0958314179149331,3.48719463434668,0.666600862195638
ENSMUSG00000057551.11,0.0169833302414235,Zfp317,protein_coding,0.413201226838253,5.10193008448,0.00019056924891407
