Ensembl,TOM.similarity.measure,Name,gene_biotype,treated.cebpg.vs.rosa26_logFC,treated.cebpg.vs.rosa26_logCPM,treated.cebpg.vs.rosa26_adjusted.pvalue
ENSMUSG00000063698.10,0.00561292081227726,Sfxn4,protein_coding,-0.160189043498046,1.47851689752549,0.695131908012709
ENSMUSG00000031927.10,0.005608027213325,1700012B09Rik,protein_coding,NA,NA,NA
ENSMUSG00000023723.18,0.00560441600597942,Mrps23,protein_coding,-0.37552606429014,6.0227859105558,0.0425194174530915
ENSMUSG00000028999.16,0.00559897556940634,Rint1,protein_coding,-0.0520941326134658,4.76468084605933,0.739724834703464
ENSMUSG00000005621.12,0.00556998053498721,Zfp592,protein_coding,0.17543878625876,6.69662733275653,0.0570972514436083
ENSMUSG00000018451.8,0.0055698293222504,6330403K07Rik,protein_coding,NA,NA,NA
ENSMUSG00000029916.12,0.00555893849611392,Agk,protein_coding,0.0051468941735287,4.8263625263811,0.978267633825169
ENSMUSG00000038759.16,0.00554309905961157,NA,NA,-0.383194680956138,7.74781632081196,9.50847001041063e-05
ENSMUSG00000022018.8,0.00554178046976895,Rgcc,protein_coding,0.0705064884855213,4.63309212390357,0.768862738259586
ENSMUSG00000060038.15,0.00553945183841867,Dhps,protein_coding,-0.195937858766758,5.2923529386009,0.112376875875661
ENSMUSG00000038418.8,0.00553780569797156,NA,NA,-0.382227043433135,3.38095822546689,0.0875151374210509
ENSMUSG00000057342.16,0.00553368640022603,Sphk2,protein_coding,-0.306436227487533,4.98608338976291,0.0561549095042667
ENSMUSG00000047370.6,0.00552885262406014,Gm7367,processed_pseudogene,NA,NA,NA
ENSMUSG00000030533.17,0.00552416822778174,Unc45a,protein_coding,-0.0156125975700955,5.75307201286538,0.898190210191271
ENSMUSG00000033955.14,0.00550438689620201,Tnks1bp1,protein_coding,-0.457025198060115,3.25207594318822,0.0289776194105687
ENSMUSG00000051344.14,0.00550154083569194,Plekhm3,protein_coding,0.227852644492058,3.46403477418217,0.321086078899168
ENSMUSG00000003382.19,0.00550090542556052,Etv3,protein_coding,0.0880181803434334,6.73258848429096,0.305538440240256
ENSMUSG00000097519.4,0.00549298975030166,4930558J18Rik,lncRNA,-0.0314049809046499,0.917027958525736,0.961151393320609
ENSMUSG00000005699.17,0.00548071258840734,Pard6a,protein_coding,-0.156152004170877,2.4922037890447,0.531878496762645
ENSMUSG00000074024.7,0.0054709938635387,4632427E13Rik,lncRNA,0.744325735306417,2.51243334992471,0.242824054988551
ENSMUSG00000043807.7,0.00547038709707708,Ly6g5b,protein_coding,-0.635495747323766,3.10410104058689,0.00736160412517292
ENSMUSG00000040359.15,0.00545960350435947,Ufl1,protein_coding,0.158055240937392,5.2184613812792,0.107093799609424
ENSMUSG00000035678.9,0.00545945094657972,Tnfsf9,protein_coding,0.260314466573016,1.19966584532259,0.530486463325071
ENSMUSG00000031432.4,0.00545890117858536,Prps1,protein_coding,-0.228964233360704,6.3083326427732,0.064610028817123
ENSMUSG00000106940.2,0.00545287654707838,Gm42930,TEC,1.4311960328216,0.79015544022868,0.128500549200288
ENSMUSG00000023495.14,0.0054524142230114,Pcbp4,protein_coding,0.0122810097052523,4.78821052398642,0.950732098017329
ENSMUSG00000036751.8,0.00544954131178001,Cox6b1,protein_coding,-0.625020061465793,6.64360347648842,0.00543445866126835
ENSMUSG00000120945.1,0.00544684878183532,Gm56809,lncRNA,-0.755573396737646,1.23871727855075,0.115006966495367
ENSMUSG00000032058.15,0.00544634686415584,Ppp2r1b,protein_coding,-0.224328258544026,6.17647124797475,0.0108419142077765
ENSMUSG00000054302.16,0.00544379794787959,NA,NA,0.118772255006003,5.23587115235416,0.508822380172102
ENSMUSG00000024817.14,0.00544204152035925,Uhrf2,protein_coding,0.180734423323095,6.48479465499226,0.0272533274361564
ENSMUSG00000006373.11,0.00543876488034938,Pgrmc1,protein_coding,-0.0632786679261455,5.98421235973403,0.734982961364297
ENSMUSG00000029723.17,0.00543391557535902,Tsc22d4,protein_coding,-0.220729396850892,7.09560119838659,0.0145325933889559
ENSMUSG00000114797.2,0.00542998041459969,Gm49336,protein_coding,0.0122332224064358,6.42816076079779,0.923866702796881
ENSMUSG00000036281.14,0.00541888996067131,Snapc4,protein_coding,0.00786283832337377,5.70271206089888,0.964897166010715
ENSMUSG00000031483.9,0.00538746144574241,Erlin2,protein_coding,-0.0605405578192929,4.80658953869157,0.644362313515202
ENSMUSG00000066553.6,0.00537600184306119,Gm6969,processed_pseudogene,0.514953560367864,-0.630719728624167,0.548874088822119
ENSMUSG00000057244.7,0.00537071890508301,Gm6139,processed_pseudogene,NA,NA,NA
ENSMUSG00000031629.15,0.00536463005972332,Cenpu,protein_coding,-0.0872515117694089,3.51825457353017,0.675467316108752
ENSMUSG00000060733.14,0.00536457053585618,Ipmk,protein_coding,-0.105862801566626,5.26289688471123,0.380701883340371
ENSMUSG00000052658.6,0.00535418855416561,5830454E08Rik,lncRNA,-0.265710329849531,-0.708522815139104,0.722528410435536
ENSMUSG00000050240.17,0.00535207893307831,Hic2,protein_coding,0.414349946184312,2.55084008610072,0.152073542550711
ENSMUSG00000073448.4,0.00533971991217024,NA,NA,0.187645211408837,2.03803852441164,0.599813786498338
ENSMUSG00000070031.12,0.00532696504024367,Sp140,protein_coding,0.0717319836859807,5.96019963310547,0.548864209913809
ENSMUSG00000029780.15,0.00531411019327181,Nt5c3,protein_coding,-0.0216302707546421,5.55262098570671,0.887015806608279
ENSMUSG00000028270.13,0.00531123208484334,Gbp2,protein_coding,-0.202121792918188,8.06033075128448,0.508540864504594
ENSMUSG00000026135.18,0.00529208732186834,Zfp142,protein_coding,0.0402776795862867,5.45520281554873,0.768751631679729
ENSMUSG00000085622.10,0.00528806145282044,3110056K07Rik,lncRNA,0.341849938297836,3.12293152321793,0.0920139545355688
ENSMUSG00000040229.12,0.00528575482272649,Gpr34,protein_coding,-0.0398608693909275,3.07344001865707,0.900170804800798
ENSMUSG00000051314.12,0.00528485422131861,Ffar2,protein_coding,NA,NA,NA
ENSMUSG00000026851.10,0.00528220425939445,BC005624,protein_coding,-0.118968401273996,5.10486810706635,0.422289386268816
ENSMUSG00000004707.15,0.00528055498215348,Ly9,protein_coding,0.0306998242768457,5.70435817505784,0.847784181116607
ENSMUSG00000029404.16,0.00527653706942705,Arl6ip4,protein_coding,-0.351295289078224,6.15062934205207,0.024135648688425
ENSMUSG00000026955.14,0.0052759994045481,Sapcd2,protein_coding,-0.502605069475644,4.76346350710351,0.0122396575976042
ENSMUSG00000041057.11,0.00527257129292897,Wdr43,protein_coding,-0.107609443163939,8.15481178297005,0.137621897952673
ENSMUSG00000042590.18,0.00526872914952336,Ipo11,protein_coding,-0.311650751274731,5.86797104643622,0.00467420983161711
ENSMUSG00000043004.14,0.00525974540712046,Gng2,protein_coding,0.044246815235487,6.80409254937952,0.685715857536728
ENSMUSG00000029422.16,0.00525519513532392,Rsrc2,protein_coding,0.210414693271544,6.87799074604975,0.0520856040179821
ENSMUSG00000020297.11,0.00525240827164309,Nsg2,protein_coding,0.268995600407627,5.88539421457319,0.101642759558887
ENSMUSG00000047749.3,0.0052501317320294,Zc3hav1l,protein_coding,-0.0959151807975368,4.57153879725624,0.468845962628731
ENSMUSG00000043931.11,0.00525007287874043,Gimap7,protein_coding,0.0908742839408434,7.21427686017766,0.580401352597695
ENSMUSG00000117628.2,0.00524920597660535,Gm50012,lncRNA,0.131576227171496,2.46352208243004,0.739650672753877
ENSMUSG00000056145.6,0.00524568166352854,AI504432,lncRNA,-0.0903206453307908,6.71591609576609,0.384579275980961
ENSMUSG00000042659.16,0.00524139999960462,Arrdc4,protein_coding,0.773650889861062,3.75835168567554,0.000544659186863754
ENSMUSG00000120312.1,0.0052376552822805,Gm57403,lncRNA,0.537537995824338,1.19104688942289,0.22305887255362
ENSMUSG00000022744.13,0.0052328480483108,Cldnd1,protein_coding,-0.0544693686153203,5.18541621150182,0.816097272687031
ENSMUSG00000042262.6,0.00522510964071487,Ccr8,protein_coding,0.00165643576913662,0.21699940344015,0.998263467358632
ENSMUSG00000103783.2,0.00522389735872078,Gm37522,TEC,0.744944511894803,0.19575755451365,0.565381932834892
ENSMUSG00000017550.15,0.00521122317985291,Atad5,protein_coding,-0.321331360902986,6.46141971817234,0.00398903267613463
ENSMUSG00000028698.14,0.00521119185433009,Pik3r3,protein_coding,1.11478282931015,-0.145909342929713,0.0600358213643991
ENSMUSG00000028540.7,0.00519614021379981,Dph2,protein_coding,-0.178971097128792,4.70834593729623,0.181752274244202
ENSMUSG00000022751.10,0.00519578911130213,Nit2,protein_coding,-0.176841449735816,4.02932575625498,0.455019916837171
ENSMUSG00000041695.3,0.00519536899911028,Kcnj2,protein_coding,NA,NA,NA
ENSMUSG00000047557.3,0.0051877580661269,Lxn,protein_coding,-0.508294029869148,2.52815455348815,0.115869845377403
ENSMUSG00000037210.17,0.00516799991864178,Fam193a,protein_coding,0.333112325082269,5.98895930315709,0.0198205426448932
ENSMUSG00000022228.15,0.00516711522550763,Zscan26,protein_coding,0.048771127663896,5.70393231289833,0.682677015041409
ENSMUSG00000038069.7,0.00516642367401181,Cdkn2aip,protein_coding,0.429036972693377,5.43056065048113,0.0103340632473773
ENSMUSG00000010607.9,0.00515738394153575,Pigyl,protein_coding,-0.146322189240493,3.68455012675423,0.713381026667979
ENSMUSG00000081865.2,0.00515311772941839,Gm15484,processed_pseudogene,NA,NA,NA
ENSMUSG00000091844.3,0.00515164799134244,Ccdc168,protein_coding,0.939208292580127,0.828851778891155,0.111809234069106
ENSMUSG00000034336.4,0.00514197830998437,Ina,protein_coding,-0.359286675680136,1.20493850082976,0.447571783511325
ENSMUSG00000041297.9,0.00514177050610657,Cdk13,protein_coding,0.117579519440292,7.38206913646075,0.127236489487606
ENSMUSG00000032193.10,0.00513985805000836,Ldlr,protein_coding,-0.889907820737357,5.81523204279297,2.45343044662437e-05
ENSMUSG00000035049.5,0.00513790686991189,Rrp12,protein_coding,-0.290483974307989,6.44112608535952,0.00116281310009614
ENSMUSG00000068855.4,0.00512006334377113,H2ac20,protein_coding,0.326092126255739,0.891987425284664,0.582025239439616
ENSMUSG00000048921.12,0.00511985386322303,Zfp689,protein_coding,0.112753031285529,2.95681955250522,0.661153839422058
ENSMUSG00000046556.8,0.00510979327017769,Zfp319,protein_coding,0.340321473697791,5.07465102514604,0.00950864812325384
ENSMUSG00000097440.3,0.00510473428048338,Gm6277,lncRNA,0.40984621928609,1.70230576745032,0.378858072569884
ENSMUSG00000103507.2,0.00510361600572551,Gm38375,TEC,0.689029962496389,1.58765443875766,0.330151675856588
ENSMUSG00000011960.13,0.00509671378107824,Ccnt1,protein_coding,0.0572958966492496,6.52943113724749,0.571215974259553
ENSMUSG00000116226.2,0.00508763681915241,Gm49502,TEC,0.404147459007634,1.37465432570996,0.614368301856283
ENSMUSG00000073421.7,0.00508272713295018,H2-Ab1,protein_coding,-0.392187447019332,2.26881740322711,0.209171597629318
ENSMUSG00000049339.17,0.00507852045547971,Retreg2,protein_coding,-0.160402458506385,5.57255123678577,0.250703861075051
ENSMUSG00000017897.19,0.00507561595743811,Eya2,protein_coding,-0.0281567053178876,4.8633597643239,0.853177758754586
ENSMUSG00000090019.6,0.00507016356577821,Gimap1,protein_coding,0.0997578486594556,7.27644651644166,0.512215530203527
ENSMUSG00000073700.4,0.00506337247868805,Klhl21,protein_coding,-0.0436126053813707,5.20759815525676,0.79638567024981
ENSMUSG00000035448.10,0.0050631314630711,Ccr3,protein_coding,NA,NA,NA
ENSMUSG00000078653.5,0.00505622871513078,Cntd1,protein_coding,-0.33557039303413,1.1027478549408,0.5496584643643
ENSMUSG00000001348.16,0.00505614556784977,Acp5,protein_coding,0.0552930381164253,6.09654406347441,0.809567365494237
ENSMUSG00000091997.2,0.005048935726068,Gm6611,processed_pseudogene,0.473201195413487,1.24225916901978,0.616916078840898
ENSMUSG00000025880.12,0.00504611999114553,NA,NA,0.461688758854439,5.8518812764662,0.000237648590550507
ENSMUSG00000031529.6,0.00504608731672957,Tnks,protein_coding,0.173172967242666,6.41753416533361,0.265467775833517
ENSMUSG00000049744.16,0.00503898556687471,Arhgap15,protein_coding,0.0211754096367909,6.92472061869546,0.884476738367967
ENSMUSG00000036644.16,0.00503776750648781,Tbc1d9b,protein_coding,-0.0410325307602942,6.00399154451325,0.717795873444853
ENSMUSG00000037640.16,0.00503692220071378,Zfp60,protein_coding,-0.0877930156010091,3.70468015465913,0.690112379317183
ENSMUSG00000019818.16,0.00503172674886032,Cd164,protein_coding,-0.100631333570065,7.91768261454895,0.305946627066813
ENSMUSG00000040483.16,0.00500773974290009,Xaf1,protein_coding,-0.0245011922342693,4.46825703141308,0.924981207563562
ENSMUSG00000029007.9,0.005001796779745,Agtrap,protein_coding,-0.0198706286802668,4.26650987026041,0.918941421849765
ENSMUSG00000105936.2,0.00499832602378486,Gm43544,TEC,1.15571585417087,0.204145520778695,0.353118338988065
ENSMUSG00000047959.5,0.00499814014351486,Kcna3,protein_coding,-0.0757781519745072,5.37249661376433,0.566069453005138
ENSMUSG00000005882.19,0.0049964815633465,Uqcc1,protein_coding,-0.00562900486981777,5.06671081803229,0.972667173195604
ENSMUSG00000029575.18,0.00499272647207949,Mmab,protein_coding,-0.173111778245988,4.05464646172412,0.272017435886826
ENSMUSG00000015702.14,0.00499111086307609,NA,NA,0.469066086603721,0.575957719222011,0.403804708518105
ENSMUSG00000040631.9,0.00498876680741793,Dok4,protein_coding,0.00728454377406259,1.01657070369861,0.990625053383338
ENSMUSG00000048865.17,0.00498796978466662,Arhgap30,protein_coding,0.172129839048981,8.78039341052489,0.0189654053036851
ENSMUSG00000028683.15,0.0049833675257146,Eif2b3,protein_coding,-0.385411665900454,5.265888553068,0.0030547788295893
ENSMUSG00000064262.8,0.00497683105282903,Gimap8,protein_coding,0.194163792703245,7.41198705134481,0.0583091787316541
ENSMUSG00000032806.14,0.00497645941834928,Slc10a3,protein_coding,-0.0141812040274678,3.68706188207501,0.948753234878465
ENSMUSG00000036792.13,0.00496962464476101,Mbd5,protein_coding,0.396258345314833,4.94519490994447,0.110245877640588
ENSMUSG00000049191.13,0.00496939854949484,Rtl5,protein_coding,-0.559269730647476,-0.955198468331488,0.546965831813905
ENSMUSG00000058297.17,0.00496391345627711,Spock2,protein_coding,0.0291547745733462,3.54869917779608,0.899792073799196
ENSMUSG00000023286.17,0.00496377065875229,Ube2j2,protein_coding,-0.0636329279594211,6.50715243592359,0.568464081828041
ENSMUSG00000085037.2,0.0049601915501555,4933421O10Rik,lncRNA,-0.243195267188099,2.08637665826225,0.326349465395875
ENSMUSG00000038764.15,0.00495123367854086,Ptpn3,protein_coding,-0.918625780732096,1.1307126638315,0.0856146821242373
ENSMUSG00000060568.15,0.00494804210176452,Fam78b,protein_coding,-0.324453359943703,-0.244825923055847,0.679008532997457
ENSMUSG00000032714.7,0.00493968181690351,Syde1,protein_coding,-0.0967729888157511,1.30449423468315,0.790590943082994
ENSMUSG00000029436.10,0.00493575732364404,Mmp17,protein_coding,-0.0104578334835324,0.503795279916918,0.99056138126406
ENSMUSG00000046873.19,0.00491248361708131,Mbtps2,protein_coding,0.176063340671765,4.91908455766397,0.125982027405539
ENSMUSG00000005225.16,0.00490674918174349,Plekha8,protein_coding,-0.499886515104807,0.859927392663939,0.270546779276605
ENSMUSG00000030084.12,0.0048921868306311,NA,NA,-0.129368917843522,4.23222462918001,0.562373257040921
ENSMUSG00000018821.4,0.00488891252351329,Avpi1,protein_coding,-0.746782362979007,3.49449054284979,0.0248111542649777
ENSMUSG00000027333.19,0.00488623423363694,Smox,protein_coding,0.388519217730658,3.37311454902967,0.147053060168486
ENSMUSG00000030876.8,0.00487870479167798,Mettl9,protein_coding,-0.293936125238762,5.75649517950204,0.100800597698175
ENSMUSG00000055652.15,0.00487401079768841,Klhl25,protein_coding,-0.129296861242079,4.98789118733347,0.372390201012958
ENSMUSG00000036721.15,0.00486724929609562,Zscan12,protein_coding,0.0289823318517404,3.2095308137177,0.899097122717242
ENSMUSG00000027636.12,0.00486419730314336,Sla2,protein_coding,0.103378415651633,7.53273681581927,0.39208491484096
ENSMUSG00000042208.16,0.00486362799427664,NA,NA,-0.312099597347798,4.58837651158008,0.0614472476447266
ENSMUSG00000045005.10,0.00485895458499832,Fzd5,protein_coding,-0.097024872337063,2.72749852652406,0.720596992072038
ENSMUSG00000086015.3,0.00485369969058087,4833417C18Rik,lncRNA,-0.126347414531127,1.83260163057721,0.773470345431332
ENSMUSG00000024660.10,0.00485210233031995,Incenp,protein_coding,-0.492396266068238,7.64102479460912,1.37993100952112e-05
ENSMUSG00000037730.14,0.00484856207237184,Mynn,protein_coding,0.103467482182606,4.86065872853814,0.479533556211626
ENSMUSG00000056234.16,0.00484721521634468,Ncoa4,protein_coding,-0.114743793525277,5.69467158428434,0.254957339860022
ENSMUSG00000027718.9,0.00484240341309373,Il21,protein_coding,NA,NA,NA
ENSMUSG00000044469.9,0.00484215994994417,Tnfaip8l1,protein_coding,-0.229137437978924,3.9827008680404,0.207143226757187
ENSMUSG00000054693.15,0.00483899711405567,Adam10,protein_coding,-0.0461612025212718,7.27278958851105,0.628661922949974
ENSMUSG00000032803.16,0.00483787110469296,Cdv3,protein_coding,-0.134961013778973,8.15664661855804,0.178040710900209
ENSMUSG00000028741.14,0.00483613428378188,Mrto4,protein_coding,-0.437551577270605,6.2782623090463,0.00231004435806649
ENSMUSG00000105692.2,0.00483543845843977,Gm43737,TEC,0.481680064953793,2.2943540641574,0.0889922417112749
ENSMUSG00000087141.2,0.00483169206908371,Plcxd2,protein_coding,0.300544415647987,5.92769094031023,0.00172805748238735
ENSMUSG00000005087.18,0.00482583953263829,Cd44,protein_coding,-0.04363696808133,5.63370084753827,0.769451462071217
ENSMUSG00000006818.6,0.00482433795480226,Sod2,protein_coding,-0.282786027917809,6.07969375614309,0.035719077261043
ENSMUSG00000021809.11,0.00482271281876605,Nudt13,protein_coding,0.177669543186811,3.33187158995148,0.422984367486608
ENSMUSG00000076874.3,0.00481558416897018,Traj59,TR_J_gene,-1.23647487695616,-0.264539357722253,0.202607552893517
ENSMUSG00000021262.16,0.00481439612990985,Evl,protein_coding,0.0419969090566128,7.8019314848663,0.66033772250978
ENSMUSG00000046079.17,0.0048121069619308,Lrrc8d,protein_coding,0.163643799475046,5.19632328139685,0.132775206373072
ENSMUSG00000103558.2,0.00480699464322474,Gm38220,TEC,0.584572089849508,3.12362509727007,0.160060235799758
ENSMUSG00000062526.5,0.00480196425855198,Mppe1,protein_coding,0.0382259242248372,6.04213831294327,0.66159730712788
ENSMUSG00000034227.8,0.0048007733484105,Foxj1,protein_coding,0.676863910150551,-0.72241268184254,0.50532456878081
ENSMUSG00000050241.9,0.00479965221185254,Klre1,protein_coding,NA,NA,NA
ENSMUSG00000121075.1,0.00479750846621183,Gm56727,lncRNA,-0.569415199316505,1.52991338709257,0.0839512815331691
ENSMUSG00000110635.2,0.00479006925170566,Gm45853,TEC,0.518620644729304,2.07630077735804,0.505869841785546
ENSMUSG00000020300.15,0.00478990066044944,Cpeb4,protein_coding,0.185634828757752,4.76566146329882,0.204317226932248
ENSMUSG00000028869.14,0.00478519271275262,Gnl2,protein_coding,-0.0975873769818922,6.55277176669061,0.402017455188882
ENSMUSG00000053411.17,0.00477553982498078,Cbx7,protein_coding,0.0160623793468886,6.40707936373369,0.863361096431975
ENSMUSG00000066170.9,0.00476247794271448,E230001N04Rik,lncRNA,-0.0807304010240213,1.69600135714909,0.828684629658516
ENSMUSG00000100876.2,0.00476115836256506,2810454H06Rik,lncRNA,-0.0144219298789337,-0.274277830836319,0.988071775427845
ENSMUSG00000030603.17,0.0047576737640573,Psmc4,protein_coding,-0.350722367464412,6.94067870719393,0.0259519283931005
ENSMUSG00000035834.12,0.00474425387509593,Polr3g,protein_coding,-0.300839186394149,4.25394770727181,0.0440017800109868
ENSMUSG00000031590.9,0.00473714509256148,Frg1,protein_coding,-0.0274656301988179,6.08837103487618,0.879700304034054
ENSMUSG00000054720.13,0.00473508664172398,Lrrc8c,protein_coding,-0.156653255794752,7.60253219422565,0.0910665716759874
ENSMUSG00000018476.8,0.00473014784256433,Kdm6b,protein_coding,-0.29610938624855,5.83037652692964,0.00504235431637733
ENSMUSG00000022773.20,0.00472617788003579,Ypel1,protein_coding,0.181638075149046,0.456450235948814,0.786132788970124
ENSMUSG00000024875.6,0.00471740129671655,Yif1a,protein_coding,-0.375182552970664,4.67212233427869,0.02520542926977
ENSMUSG00000039759.11,0.00469390401101539,Thap3,protein_coding,0.213373983559761,4.79889538407449,0.179880516304285
ENSMUSG00000038046.5,0.00468655784987375,Mrm3,protein_coding,-0.389630092414119,3.72088404191978,0.0673859311763808
ENSMUSG00000003135.16,0.00468164813190595,Cnot11,protein_coding,-0.0407802573469185,5.96743583340116,0.803091425257956
ENSMUSG00000038990.15,0.00468045540270691,Cables2,protein_coding,-0.0773348079851539,5.27328636197351,0.448663612387938
ENSMUSG00000020941.8,0.00467002454747414,Map3k14,protein_coding,0.15686581364575,4.95251566062353,0.217352337847318
ENSMUSG00000038295.15,0.00466672325808623,Atg9b,protein_coding,-0.266712918954977,2.93973794156969,0.264129274662169
ENSMUSG00000006527.17,0.00466654434329466,Sfmbt1,protein_coding,-0.11406849590192,5.10403286511925,0.317109709580581
ENSMUSG00000109511.2,0.00466032279475069,Nup62,protein_coding,-0.535640500435127,6.85660533151133,0.000976590295741464
ENSMUSG00000055436.19,0.00465873207125885,Srsf11,protein_coding,-0.0330350631616825,8.2124210529734,0.732282776866931
ENSMUSG00000071350.13,0.00465787134920366,Setdb2,protein_coding,0.0345895687640358,5.00013078565687,0.798896851298064
ENSMUSG00000002625.11,0.00465186498646867,Akap8l,protein_coding,0.157560400511245,5.67233660877424,0.0680068943189403
ENSMUSG00000045165.7,0.004651409614584,AI467606,protein_coding,0.0853586721785271,6.1028783322357,0.672629136586342
ENSMUSG00000023094.15,0.00464697334215537,Msrb2,protein_coding,0.0572190300900431,1.74978142823558,0.901047267734906
ENSMUSG00000022003.8,0.00464662418721858,Slc25a30,protein_coding,0.0281996789953847,5.71633838215873,0.829452945517099
ENSMUSG00000087433.3,0.00464469040611854,Gm14167,lncRNA,0.589390515962195,-0.755572386996438,0.542998733513016
ENSMUSG00000022711.17,0.00464014426349369,Pmm2,protein_coding,0.0991309972718172,6.13530912931566,0.233340746508967
ENSMUSG00000010047.13,0.00463510721933363,Hyal2,protein_coding,0.0400598156386223,2.54290111270209,0.918688008536358
ENSMUSG00000019861.16,0.00463299978511491,Gopc,protein_coding,0.047772909472244,5.48313987233602,0.620239711929411
ENSMUSG00000020131.15,0.00463219319620403,Pcsk4,protein_coding,-0.17460216852443,4.66793402502059,0.238375879280382
ENSMUSG00000036908.18,0.00462025624815523,Unc93b1,protein_coding,-0.0125416842993437,5.07345872984323,0.944449268588277
ENSMUSG00000084145.4,0.00461924719912613,Gm12263,processed_pseudogene,NA,NA,NA
ENSMUSG00000006724.13,0.00460183056684691,Cyp27b1,protein_coding,0.686278932219732,1.21794874766857,0.139500350786233
ENSMUSG00000095419.2,0.00459483031070434,Gm14328,processed_pseudogene,NA,NA,NA
ENSMUSG00000027865.11,0.00459084372422884,Gdap2,protein_coding,-0.060886230734092,4.76069421176954,0.701506322656703
ENSMUSG00000047098.19,0.00459078828691883,Rnf31,protein_coding,-0.0510567064018332,5.75482169083877,0.69902479470297
ENSMUSG00000041912.13,0.00458923279155074,Tdrkh,protein_coding,-0.357636462560612,2.98157679957713,0.125748236950522
ENSMUSG00000020387.16,0.00458376152332348,Jade2,protein_coding,0.21268552458154,6.66149687990498,0.0170234900892824
ENSMUSG00000052563.14,0.00458286076845633,D930048N14Rik,lncRNA,0.070469618286273,1.71159714469855,0.878922166045387
ENSMUSG00000031357.4,0.00457943984541635,Syap1,protein_coding,-0.136250536498361,4.90008690410265,0.440987049597428
ENSMUSG00000097296.2,0.00457750917175981,Gm26532,lncRNA,0.0735105473026383,1.62782464723165,0.873069820975325
ENSMUSG00000120081.1,0.00457432634080383,Gm57354,lncRNA,0.308449161616689,2.18369297908408,0.39135954496627
ENSMUSG00000018841.18,0.00457050646071048,Rad51d,protein_coding,0.137349598299595,4.87745379912145,0.167467921874396
ENSMUSG00000077222.3,0.00456214963099717,Gm22270,snoRNA,-0.253416829033717,1.04588963788148,0.590348078006347
ENSMUSG00000020137.6,0.00454760292417706,Thap2,protein_coding,0.14445640726238,4.20054617134639,0.426416986404708
ENSMUSG00000056749.8,0.00454127672969209,Nfil3,protein_coding,-0.906191107288378,4.17417833918704,1.07406665723852e-05
ENSMUSG00000027998.12,0.00453085779370564,Plrg1,protein_coding,-0.0731425624534024,6.04245924643173,0.640338235242105
ENSMUSG00000034424.6,0.00453046636619034,Gcsh,protein_coding,-0.846547955256107,5.6684339404906,7.07276018677016e-06
ENSMUSG00000066571.14,0.00452811697287232,Garre1,protein_coding,0.141114592154844,5.44150107372239,0.21777910680385
ENSMUSG00000028639.15,0.00452701327773094,Ybx1,protein_coding,-0.582663335556666,9.65669118586885,0.000221366451221827
ENSMUSG00000082454.4,0.00451670852412727,Gm12183,processed_pseudogene,0.762452815564585,-0.0612583905603983,0.247143240715062
ENSMUSG00000049739.11,0.00450830181321115,Zfp646,protein_coding,0.0888305693660248,6.79894025080247,0.335197618204819
ENSMUSG00000020923.18,0.00450574759919717,Ubtf,protein_coding,-0.0826321764128372,8.42303335165097,0.444382030521405
ENSMUSG00000031633.5,0.00450563874009588,Slc25a4,protein_coding,-0.333303487650939,7.61329898332998,0.0162686731428719
ENSMUSG00000026514.15,0.00449625456246104,Cnih3,protein_coding,NA,NA,NA
ENSMUSG00000026313.17,0.00448934054066902,Hdac4,protein_coding,0.162073524239556,6.54412340555796,0.100398791923695
ENSMUSG00000060093.7,0.00448773342374794,H4c1,protein_coding,0.0783552603623978,0.0926685107789146,0.942472765406376
ENSMUSG00000026202.14,0.00448515848995062,Tuba4a,protein_coding,-0.755658143899547,7.57055663577755,1.87497678436655e-05
ENSMUSG00000024603.9,0.00448472027643897,Dctn4,protein_coding,0.160808985066546,6.14187798483451,0.10339052484032
ENSMUSG00000102759.2,0.00448315916081633,Gm10463,TEC,NA,NA,NA
ENSMUSG00000074629.4,0.0044775163630756,4930518I15Rik,TEC,0.335555685171497,1.47358461437599,0.443838423298871
ENSMUSG00000030602.14,0.00447698792256235,Pak4,protein_coding,-0.105285404281727,3.2424107122627,0.638226256326769
ENSMUSG00000069266.6,0.00447559052298918,H4c2,protein_coding,-0.744788354707961,1.92767974880812,0.0915058242788195
ENSMUSG00000106241.2,0.00447231829343865,Gm43143,TEC,0.183043637523543,1.32096829706872,0.74160790821373
ENSMUSG00000052812.6,0.00446887133955496,Atad2b,protein_coding,0.246182489764115,6.71978919991881,0.0485875006717861
ENSMUSG00000020850.15,0.00445649671272221,Prpf8,protein_coding,-0.166224863223745,9.06361297716316,0.0876501504218461
ENSMUSG00000097048.9,0.00445233256135973,1600020E01Rik,lncRNA,0.454860529879747,4.75998799354404,0.0012783060074535
ENSMUSG00000039826.14,0.00445081266499985,Trub2,protein_coding,-0.147713514581203,5.17394758766394,0.179880516304285
ENSMUSG00000028643.12,0.00444797922534696,Svbp,protein_coding,-0.104124213448969,4.5821241848112,0.735872088627845
ENSMUSG00000037197.12,0.00443193587366612,Rbm17,protein_coding,-0.157479007280183,6.90366091858858,0.263047748871104
ENSMUSG00000078862.11,0.00441805615891357,Gm14326,protein_coding,-0.283282945071287,2.99749057275014,0.171785305862841
ENSMUSG00000031711.8,0.00441555052513008,Zfp330,protein_coding,-0.0088265356116372,5.79855228015505,0.95010802249645
